Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.6748,0.6180522725737827,0.91515,0.7378159390494619,0.6137103375,0.43445,0.91515,0.3986839243388977,0.3496,1184.154329776764,31.892199516296387,1254.2251900675794
