Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.614425,0.5890155198568595,0.75715,0.6625828611433197,0.63450041,0.4717,0.75715,0.23878498289192762,0.22885,1138.8021824359894,27.727428913116455,1442.6148246683633
