Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9364,0.8872227151730258,0.9999,0.940197461212976,0.999669665,0.8729,0.9999,0.8799250017544247,0.8728,1444.1017806529999,24.715940475463867,809.1943747742272
