Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.634175,0.5962621515945045,0.8311,0.6943626375921632,0.588917275,0.43725,0.8311,0.2919466694599282,0.26835,1198.1080389022827,32.14684343338013,1244.2901301614402
