Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.93675,0.8877052818464269,1.0,0.9405125793557488,0.99979869,0.8735,1.0,0.8805739967162636,0.8734999999999999,1441.322197675705,25.352883338928223,788.8649086824335
