Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.6715,0.623434576076004,0.8662,0.7250355737842136,0.6724867825,0.4768,0.8662,0.37239348360272356,0.34299999999999997,1148.3783631324768,27.742738485336304,1441.8187310939902
