Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9506,0.9102330662782229,0.9998,0.9529165078154784,0.9996138699999999,0.9014,0.9998,0.9055949028462336,0.9012,1447.6168775558472,24.181867599487305,827.0659789909706
