Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9365,0.8875177556818182,0.9997,0.9402746425884123,0.99953826,0.8733,0.9997,0.8800586382475791,0.873,1446.6084740161896,24.22970986366272,825.4329132514289
